url,metadata_reference
https://beta.insight.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://preprod.analytic.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://autodiscover.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://dashboard-alpha.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://preprod.report.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://data-demo.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://preprod.dashboard.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://insight.preprod.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://data.dev.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.mx4.attollo.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.mx4.attollo.com.au/mobile/front/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://kuldeepshrivastavv.github.io/Netflix-clone/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://mahi21tha.github.io/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://xscdfvr4e3.blogspot.si/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://vluke1.github.io/DriveOne/?182fd182f9298bbc0ce0e9a24956d7a8melvnt39=U2FsdGVkX1/QPAXi3ByVxRyWPG70eqRAiamY9gcTFjo6Uwf+FmUx/pN1SgsziPZvqPkgDKXkhTACUtws7w+UhT5iHp8Ab/0+fdPvrbYm4MAE0odSppwVFW/Evp7RSTG75uCgZYOYVGZCitkZ2PJLUYYUnpUpaiTFM+T4GffUqsycf8+Lhkw9mX1u0iuS3hezs8BywZmljFJ3Grb/ogejaDOyMxWzpHmIrkjKVilkh7vpF6v134I9PoJhOlmS6okm/Tkts20+H/saxZQoMCmIxjQTCmyXgc/R6bGNPlKwFVil4EUcT2bONDwlhlw/Djhk/B/ddmogUWLbPVqfR38u3fK5CWA37Y2d4omgy2fgrNZX0xRQEIt1p2bp0PRSgOjhSdGoUZtMH9ZjZCLajlWKI10bfUZcwn58zWH8bs09X1DtpxKrNL7jXAuVgdr8EEzymaPnk6ClsuV1ecCHyMwUeXd6HCF6+uEvsq+ckEsCmhs9tAG3J9GUTzfQI8QiGbq52S7d6ig9kC6ZrsLgAAXvQ/Z3qdzguRxS/XnH10fp0FT0Ml8EC9q5PIdpSTACoLywDsZQ5uNTcFr93OIueZn4jgLmpmIN86GnNFkKMB1j755HDKRSGv304aMoFjR+oeVAc5R72jaS+k38hl9EN+LmFBb2ExsRB/13/8iXGOObrKMkxNjTWr98RlrtdMdPxUWjqYoJXnplKvSm1Ah2OKAsJ8PUtt4eo+KKCxa5AmOuVMuA1fae+zR+RX+2Hz9RNPMzzNhghkvVkZYaqbvuOq8hLFTj1wj0jn1fkW8PoHe+DotiFAOwiMt66egtcpX55sQj5Htkr8BhkHo8BGlz1nJTc4Zp3Fcoq6nEhfYa7INRdNH4+RP2vQUIshJ7MzMlP0J8ZFXtjc4XQUeF/DmJAqjUjxvTFZ/ZWt69BbeMZEAdzvKF+DXt8lzJFVejd6yPvtKV6SVhz0UcH4/ut4pTRzlob4iQLFaYkDS+S/KpfADURoc5/TB1TM6FaYZPvYFs/CO3TLPc+A4mk+PooYyTFqoW0n3r7WcLP9UNyHcN5xCGP/iQ8EXg8wGillnnUu80dRXyvaS4MQ8VVwXX7XfTVCY2ozVz08eskF1O04SniEDB74qJAGC9CdwO0hknwyy3qTNR0CzB9zF3ZqLZ+Iv2ZsFWiFQpVpy6RT/c/ExjWJCVlwWgvyTv1hoQJxGZpd1LwKB3nptcuSQ6fB7I4jzM/96pE8ft6gc9c6FJA7m5EVQ5sFq2lYeepJIYT4JNL/CFxyDNKatixZ8ivDa2zytIajxnZ/8QTQOmhdiB+V+H7dQbwqkhrr7gHI8IhX4cAuJ9wULK,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://candid-pudding-d20289.netlify.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.activation.icibnk.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.netflix-clone-eta-ten-85.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.net-signin.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://logu-kucon.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://wsedsrh32.blogspot.tw/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.2g4ewf333.blogspot.mx/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://2g4ewf333.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://2g4ewf333.blogspot.mx/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://wallet-coinbase-com.typedream.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.5675678.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://xscdfvr4e3.blogspot.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.xscdfvr4e3.blogspot.si/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://hadi454.github.io/netfilix-clon,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://8a7u.tap3597w44.cc/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.tap3597w44.cc/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://kurakenloggin.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.gxpy.cn/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.whatusiapp.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://villarreals.net/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://instagram.dlscomunicacao.com.br/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://chauhandiya2311.github.io/Amazon/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.perkinsartandsignsupply.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://sso-visit--itrustcapital.webflow.io/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://shop.tiktokshopwholesale.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://gixec1.work.gd/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.kirklandelli.pro/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://dlfscoplots.com/1/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://copyright-accountscenter.github.io/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ipfs.io/ipfs/bafkreifws7qpi5rno7vpxv2bbmd7lq4evepue2x5owcsxezwk7rjsfqrym,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ipfs.io/ipfs/bafkreicczbrrx43m6fnbgckrfyrewlna3wx7tazjpncsac4scagp27226e,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ipfs.io/ipfs/bafybeiabqbaxipoj3z6izwi4vgrb7w4623aig4rsk35xyaw5kkp5il5woy/432.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://usalgixa-mupohld.godaddysites.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://ipfs.io/ipfs/bafybeiaxlad6tojwrfqa5w3vmto57hjhvjfxcfg4gkjqj55pmbjlm2vucu,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://wap.cherrypopper.net/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://accounts.marketwebb.me/en/login/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://avsecurity.be/-/1061/Login.html,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://avsecurity.be/-/1061/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://avsecurity.be/-/31092/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://eacdbgf.pilot45.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://edfdewsdef.blogspot.my/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.amazon-by-anjali.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.edfdewsdef.blogspot.my/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.help.extension-coinbasecom.addpotion.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.help.coinbase-wallet-extension.addpotion.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.ext.wallet-coinbasecom.addpotion.com/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.out.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.data-demo.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://vpc26mdt29t3biwn.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mailout.attollo.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mailout.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://bet73027.com/fish/172,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://gimenilogiseni.webflow.io/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://bi-development.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://secure-blockfie-app-auth-cdn.webflow.io/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://spam.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.mailout.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://bet73027.com/poker/109,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://argo.qa.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mx1.jimpike.com.au/mobile/front,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sublimesurfboards.com/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://home.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://workflow.preview.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://send.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://host.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://workflow.production.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://test.analytic.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://kvmypwww.analytic.staging.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mail.spacom.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://insight.development.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mx2.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://uat.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://smtp.comune.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://preprod-workflow.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://seed.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://smtp.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mailx.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://out.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.workflow.production.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://z530jlfj5i3iu26j.argo.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mailrelay.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.vdi.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.mx1.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://postmaster.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://sandbox-data.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://reporting.production.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://report-alpha.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://reporting.preprod.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.ggijxsauokmail.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://insight.preprod.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://cn9hj1cp5qcaagi8mks0.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://uat.analytic.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://dev.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://dash.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://analytics.staging.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://cicd.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://imap1.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mail7.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mail.afid.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://zmail.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.staging.report.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://vmail.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://analytics-beta.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://cicd.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://integration-bi.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://hotfix.bi.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ftp.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://dashboard-hotfix.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://vip.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://test-dashboard.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://production.insight.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.workflow.preview.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://production.dashboard.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
http://www.netflix-web.vercel.app/,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mail2.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://krasnodar.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://post.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mail.eccolo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://hotfix.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://alpha.workflow.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://uat.superset.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://development-dashboard.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mbox.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://art.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://secure.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://bi.qa.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mail4.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://autodiscover.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mx02.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://bi.hotfix.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://bi-dev.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://bi.staging.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://perm.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://ns.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.krasnodar.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://secure.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mx5.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://agent.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://4n4syv39ict80eno.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://postmaster.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://prod-analytics.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://beta.dashboard.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www1.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://qa.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://www.report.dev.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://evolution.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mailhost.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://relay1.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://server1.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://smtp2.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://pop.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://mx0.attollo.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
https://poc.jimpike.com.au/mobile/login,https://raw.githubusercontent.com/openphish/public_feed/refs/heads/main/feed.txt
