alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1789581873.966,elite,5469.9842188539,1789571003.8999,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789569595,1789582013.0767,7598,socks5,45.74.31.30:7598,true,3072.5967884064,119,29,80.405405405405,45.74.31.30
true,1789581804.9906,elite,5082.5083451728,1789386764.0947,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789385698,1789582013.0668,16760,socks5,45.74.31.30:16760,true,6649.9648094177,146,1203,10.822831727205,45.74.31.30
true,1789581263.552,elite,5917.8295200154,1789540606.0565,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789537569,1789582013.0073,12529,socks5,45.74.31.22:12529,true,6923.4654903412,295,205,59,45.74.31.22
true,1789582012.9666,elite,3798.466511981,1789535188.9256,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533713,1789582012.9666,11594,socks5,45.74.31.22:11594,true,3840.3422832489,221,297,42.664092664093,45.74.31.22
true,1789581835.6633,elite,3720.6122135814,1789509977.6658,"AS41745 Baykov Ilya Sergeevich",FORTIS-AS,Stockholm,Europe,EU,Sweden,SE,,false,"Baykov Ilya Sergeevich",59.3293,18.0685,false,"Baykov Ilya Sergeevich",false,Stockholm,success,Europe/Stockholm,,1789508818,1789582012.9532,8080,http,185.58.115.185:8080,false,6088.7777805328,1107,124,89.926888708367,185.58.115.185
true,1789581377.9398,elite,5206.4366245553,1710580271.7873,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,"Council Bluffs","North America",NA,"United States",US,,true,"Google LLC",41.2619,-95.8608,false,"Google Cloud (us-central1)",true,Iowa,success,America/Chicago,,1789157825,1789582012.9437,80,http,34.122.187.196:80,false,7345.9277153015,235912,427216,35.575635473091,34.122.187.196
true,1789582012.8912,transparent,6199.9260165457,1777665636.2557,"AS20001 Charter Communications Inc",TWC-20001-PACWEST,"Los Angeles","North America",NA,"United States",US,,false,"Charter Communications Inc",34.0549,-118.243,false,Spectrum,true,California,success,America/Los_Angeles,90009,1789158120,1789582012.8912,7070,http,98.153.152.141:7070,false,9530.1094055176,26655,76923,25.734229276487,98.153.152.141
true,1789582012.8745,transparent,11500.445253312,1788499344.9562,"AS216154 CLODO CLOUD SERVICE CO. L.L.C",CLODO,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Clodo Cloud Service CO. L.L.C",52.3716,4.8883,false,,true,"North Holland",success,Europe/Amsterdam,1012,1789101110,1789582012.8745,3128,http,95.81.101.252:3128,true,15157.300949097,4523,5395,45.60395240976,95.81.101.252
true,1789582012.87,transparent,6196.8950865404,1787680752.1954,"AS136865 PT Foura Inti Sinergi",FISNET-AS-ID,Rembang,Asia,AS,Indonesia,ID,,false,FISNET,-6.9613,109.1495,false,,true,"Central Java",success,Asia/Jakarta,59217,1789493165,1789582012.87,8080,http,103.102.14.82:8080,false,8278.3710956573,1378,10859,11.260929966495,103.102.14.82
true,1789582012.8543,elite,8541.5562319468,1789252845.103,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789252507,1789582012.8543,7273,socks5,45.74.31.30:7273,true,10256.943941116,415,2514,14.168658245135,45.74.31.30
true,1789582012.8487,transparent,8017.9146197143,1743710336.4208,"AS142370 PT Master Star Network",IDNIC-MSN-AS-ID,Curahjati,Asia,AS,Indonesia,ID,,false,"PT Master Star Network",-8.546,114.242,false,"PT Ard Management Group",true,"East Java",success,Asia/Jakarta,,1789416690,1789582012.8487,6080,http,103.227.187.193:6080,false,10330.279827118,14957,182048,7.5921930915459,103.227.187.193
true,1789580075.7607,elite,6537.43630824,1789182166.5087,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789181649,1789582012.8291,9926,socks5,45.74.31.30:9926,true,5431.8137168884,338,2110,13.807189542484,45.74.31.30
true,1789581999.8611,elite,5863.1543217954,1787866640.852,"AS200019 ALEXHOST SRL",AlexHost,Stockholm,Europe,EU,Sweden,SE,,true,"Alexhost SRL",59.3287,18.0717,false,,true,"Stockholm County",success,Europe/Stockholm,"100 04",1789072737,1789582012.8024,1080,socks4,143.246.197.187:1080,true,4631.9677829742,24151,53604,31.060381969005,143.246.197.187
true,1789581744.3936,elite,7361.1826873557,1789264196.9068,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789263060,1789582012.7887,7207,socks5,45.74.31.30:7207,true,3365.8835887909,619,2306,21.162393162393,45.74.31.30
true,1789580620.4102,elite,1929.8569825776,1776087983.292,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",UCLOUD-HK-AS-AP,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",22.3193,114.169,false,"Ucloud Information Technology (hk) Limited",true,Kowloon,success,Asia/Hong_Kong,999077,1789221145,1789582012.7784,10808,socks5,123.58.219.171:10808,true,2141.5545940399,215269,24702,89.706256172621,123.58.219.171
true,1789582012.7728,transparent,5743.953200687,1739993011.643,"AS60501 Sirius Technology SRL",SIRIUSTEC-IT,Milan,Europe,EU,Italy,IT,,false,"Sirius Technology SRL",45.4722,9.1922,false,"Sirius Technology SRL",true,Lombardy,success,Europe/Rome,20153,1789040197,1789582012.7728,8080,http,149.86.203.217:8080,false,11950.321674347,34425,535783,6.037270610023,149.86.203.217
true,1789581697.8816,elite,6837.0226662468,1789147006.5681,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789144237,1789582012.7201,13726,socks5,45.74.31.42:13726,true,12055.438041687,2774,3230,46.20253164557,45.74.31.42
true,1789582012.6964,elite,10636.385708509,1787616212.6969,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",true,"Grand Est",success,Europe/Paris,67630,1789428810,1789582012.6964,4545,socks4,158.220.99.85:4545,true,16327.113628387,161961,11788,93.215500520866,158.220.99.85
true,1789582012.6398,elite,5719.975534539,1788214268.2425,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789421922,1789582012.6398,7936,socks5,45.74.31.30:7936,true,7362.8885746002,2464,7247,25.37328802389,45.74.31.30
true,1789581809.0376,elite,4935.2007296126,1789537226.5935,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533880,1789582012.6012,15326,socks5,45.74.31.40:15326,true,4404.6032428741,118,256,31.550802139037,45.74.31.40
true,1789581807.2581,elite,1128.0359215016,1776078775.4371,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1789385800,1789582012.5617,4145,socks5,199.229.254.129:4145,true,1940.8016204834,96692,82358,54.002792516057,199.229.254.129
true,1789582012.5583,elite,7809.2243498826,1788931107.6,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789535593,1789582012.5583,4149,socks5,45.74.31.42:4149,true,7106.1708927155,3345,6583,33.692586623691,45.74.31.42
true,1789581877.0523,elite,7768.9752233656,1789537110.8577,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533894,1789582012.5321,17890,socks5,45.74.31.42:17890,true,13111.458063126,304,258,54.092526690391,45.74.31.42
true,1789582012.5248,transparent,5857.6834722136,1783168966.5647,"AS8595 OOO WestCall Ltd.",WESTCALL-AS,Moscow,Europe,EU,Russia,RU,"Vostochnyy administrativnyy okrug",false,"OOO WestCall Ltd",55.7827,37.7177,false,"WestCall Ltd",true,Moscow,success,Europe/Moscow,,1789217728,1789582012.5248,1256,http,92.39.129.50:1256,true,1949.8007297516,16713,41414,28.752559051732,92.39.129.50
true,1789581678.727,elite,5952.8349071253,1789535959.9323,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533880,1789582012.4484,13562,socks5,45.74.31.22:13562,true,3854.3231487274,244,265,47.937131630648,45.74.31.22
true,1789581891.7136,elite,4050.8827261758,1788588940.955,"AS36352 HostPapa",AS-COLOCROSSING,Marietta,"North America",NA,"United States",US,,true,HostPapa,33.9521,-84.5475,false,"RackNerd LLC",true,Georgia,success,America/New_York,30006,1789192175,1789582012.4435,80,http,23.95.91.167:80,false,9720.9386825562,14539,2188,86.919351945956,23.95.91.167
true,1789582012.4189,elite,2905.006923795,1787295386.4697,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,false,"Alibaba.com LLC",true,"North West",success,Asia/Singapore,858877,1789108483,1789582012.4189,1080,socks5,47.237.138.184:1080,true,14838.491201401,19006,27936,40.48826211069,47.237.138.184
true,1789581688.5233,elite,7769.2739033699,1789571161.3015,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789569596,1789582012.4055,11047,socks5,45.74.31.41:11047,true,4625.2422332764,100,43,69.93006993007,45.74.31.41
true,1789581604.3306,elite,4987.7890670387,1789466138.188,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789464762,1789582012.3684,4989,socks5,45.74.31.25:4989,true,11343.087911606,685,685,50,45.74.31.25
true,1789581937.9467,elite,8005.7212345636,1789574820.4587,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789571909,1789582012.3599,15941,socks5,45.74.31.42:15941,true,11524.210214615,67,26,72.043010752688,45.74.31.42
true,1789582012.3459,elite,7317.07818464,1789226945.6816,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789223333,1789582012.3459,9052,socks5,45.74.31.40:9052,true,3841.7847156525,1621,2816,36.533693937345,45.74.31.40
true,1789582012.3333,elite,5039.3311448563,1789435271.946,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789432471,1789582012.3333,8767,socks5,45.74.31.30:8767,true,10823.943376541,1064,868,55.072463768116,45.74.31.30
true,1789582012.3285,elite,4560.1368875147,1789472085.5383,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789468836,1789582012.3285,10628,socks5,45.74.31.25:10628,true,2824.6469497681,856,679,55.765472312704,45.74.31.25
true,1789580150.1567,elite,7754.2146940301,1789537079.6908,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533888,1789582012.3119,4822,socks5,45.74.31.22:4822,true,3338.7680053711,411,195,67.821782178218,45.74.31.22
true,1789581781.9434,elite,5077.9994677595,1789318578.625,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789316437,1789582012.3079,10290,socks5,45.74.31.50:10290,true,11490.144252777,1375,1798,43.334383863851,45.74.31.50
true,1789581723.9617,elite,817.88151713115,1785234456.762,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Jakarta,Asia,AS,Indonesia,ID,,true,"Alibaba (US) Technology Co., Ltd.",-6.2114,106.8446,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Jakarta,success,Asia/Jakarta,12850,1789467672,1789582012.2913,7777,http,8.215.112.214:7777,false,458.98962020874,37864,14194,72.734257943064,8.215.112.214
true,1789582012.2776,elite,9351.9892173023,1789239568.278,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789238010,1789582012.2776,8501,socks5,45.74.31.30:8501,true,4089.2238616943,1754,2503,41.202724923655,45.74.31.30
true,1789582012.2759,elite,4881.5128461026,1789542820.2247,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789541372,1789582012.2759,9240,socks5,45.74.31.25:9240,true,11566.36595726,209,247,45.833333333333,45.74.31.25
true,1789464823.7771,elite,1212.2593128116,1783488066.3223,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Jinan,Asia,AS,China,CN,,false,"CNC Group CHINA169 Shandong Province Network",36.6518,117.12,false,,true,Shandong,success,Asia/Shanghai,250000,1789535666,1789582012.2715,17981,http,119.188.131.55:17981,true,1006.0515403748,81393,11236,87.869889559425,119.188.131.55
true,1789582012.2441,elite,4775.8629096955,1789490132.1039,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789487039,1789582012.2441,7896,socks5,45.74.31.30:7896,true,862.3640537262,519,550,48.550046772685,45.74.31.30
true,1789582012.1864,elite,5539.4205061595,1789535025.9338,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533880,1789582012.1864,10351,socks5,45.74.31.25:10351,true,2489.8500442505,300,274,52.264808362369,45.74.31.25
true,1789248167.6428,anonymous,440.10210092014,1787586426.8271,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,"Santa Clara","North America",NA,"United States",US,,true,"Google LLC",37.3834,-121.983,false,"Palo Alto Networks, Inc",false,California,success,America/Los_Angeles,95054,1789400182,1789582012.1779,8081,http,153.72.68.0:8081,false,409.72232818604,36996,8,99.978380715598,153.72.68.0
true,1789581625.7449,elite,2071.1490214034,1788813884.8402,"AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"Vietnam Posts and Telecommunications Group",21.0278,105.834,false,VNPT,true,Hanoi,success,Asia/Bangkok,,1789416998,1789582012.1683,808,http,14.225.2.98:808,true,8051.4531135559,7293,1714,80.970356389475,14.225.2.98
true,1789582012.096,elite,5892.8174797512,1789448697.3988,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789447122,1789582012.096,14687,socks5,45.74.31.42:14687,true,718.7716960907,613,886,40.893929286191,45.74.31.42
true,1789581798.7361,elite,4813.3045927493,1789534052.6815,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533711,1789582012.0479,17407,socks5,45.74.31.40:17407,true,3459.3551158905,167,292,36.383442265795,45.74.31.40
true,1789582012.0387,elite,7950.2272386607,1789199228.9908,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789198662,1789582012.0387,7937,socks5,45.74.31.30:7937,true,6223.0808734894,1022,3022,25.272007912957,45.74.31.30
true,1789582012.0331,elite,7673.8299895977,1789299523.9324,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789295685,1789582012.0331,7870,socks5,45.74.31.30:7870,true,4139.8241519928,435,2105,17.125984251969,45.74.31.30
true,1789581915.3661,elite,6842.3760800701,1789239898.5686,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789238005,1789582012.0039,19789,socks5,45.74.31.42:19789,true,5050.7688522339,1643,2439,40.249877511024,45.74.31.42
true,1789581575.7899,elite,5583.9471560258,1789555875.9459,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789554829,1789582011.999,10064,socks5,45.74.31.41:10064,true,1573.5623836517,65,163,28.508771929825,45.74.31.41
true,1789581843.1532,elite,4396.0360409557,1789545696.1071,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789544039,1789582011.8987,11879,socks5,45.74.31.30:11879,true,376.9805431366,69,222,23.711340206186,45.74.31.30
true,1789581310.1986,elite,1519.9388419451,1789217300.6843,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Tencent Cloud Computing (Beijing) Co",1.35208,103.82,false,,false,"North West",success,Asia/Singapore,858877,1789215104,1789582011.8522,8081,http,124.156.194.52:8081,false,478.69539260864,6607,356,94.887261237972,124.156.194.52
true,1789582011.797,elite,4289.8117648262,1711265139.1573,"AS4134 CHINANET BACKBONE",CHINANET-BACKBONE,Wuxi,Asia,AS,China,CN,,false,Chinanet,31.5618,120.2864,false,"wuxi yixing jiangnan cable Co., Ltd",true,Jiangsu,success,Asia/Shanghai,,1789097924,1789582011.797,1080,socks4,218.90.167.205:1080,true,2275.0124931335,131847,973201,11.931336919301,218.90.167.205
true,1789582011.7807,elite,6013.2192870051,1784518936.3629,"AS198610 Beget LLC",BEGET-AS,Moscow,Europe,EU,Russia,RU,,false,"Beget LLC",55.7487,37.6187,false,"Beget LLC",true,Moscow,success,Europe/Moscow,101000,1789356385,1789582011.7807,1080,socks4,85.198.102.172:1080,true,4895.3433036804,42470,149221,22.155448090938,85.198.102.172
true,1789582011.7764,elite,1046.5567035402,1781074888.537,"AS215439 PLAY2GO INTERNATIONAL LIMITED",PLAY2GO-NET,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Play2go International Limited",50.1169,8.6837,false,"Play2go International Limited",true,Hesse,success,Europe/Berlin,60313,1789541546,1789582011.7764,1080,socks5,94.156.114.45:1080,true,371.20151519775,16631,94516,14.963066929382,94.156.114.45
true,1789582011.754,transparent,6810.2734254362,1784266295.9294,"AS273894 U2RED S.A.S","U2RED S.A.S",Ocaña,"South America",SA,Colombia,CO,,false,"GTT Americas",8.2354,-73.3539,false,"U2red SAS",true,"Norte de Santander Department",success,America/Bogota,546551,1789102505,1789582011.754,999,http,64.204.90.17:999,false,10732.445001602,17754,32860,35.07725135338,64.204.90.17
true,1789580638.1595,elite,6020.9669674499,1789535978.1487,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533887,1789582011.6853,15612,socks5,45.74.31.41:15612,true,11588.956594467,396,215,64.81178396072,45.74.31.41
true,1789582011.554,elite,7117.5850244442,1789226269.3319,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789223298,1789582011.554,11420,socks5,45.74.31.42:11420,true,10036.134004593,1457,2953,33.038548752834,45.74.31.42
true,1789581649.2,elite,9414.2118242052,1789578536.0977,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789576347,1789582011.5407,13402,socks5,45.74.31.50:13402,true,6380.396604538,45,7,86.538461538462,45.74.31.50
true,1789582011.5092,transparent,5692.5664172122,1788589383.796,"AS8781 Ooredoo Q.S.C.",QA-ISP,Doha,Asia,AS,Qatar,QA,,false,Ooredoo-MBB,25.2925,51.5321,false,,true,"Baladiyat ad Dawhah",success,Asia/Qatar,,1789191175,1789582011.5092,8080,http,178.153.202.195:8080,false,9401.7395973206,1777,5372,24.856623303959,178.153.202.195
true,1789582011.5072,elite,4949.2700386047,1789541942.901,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789541374,1789582011.5072,13106,socks5,45.74.31.40:13106,true,2029.8368930817,125,265,32.051282051282,45.74.31.40
true,1789582011.4881,elite,7634.3431358647,1789082122.2047,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789079108,1789582011.4881,11446,socks5,45.74.31.42:11446,true,3887.0751857758,2656,4378,37.759454080182,45.74.31.42
true,1789581881.9674,transparent,10549.144211715,1764074802.8788,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Tokyo,Asia,AS,Japan,JP,,true,"Oracle Corporation",35.798,140.1803,false,"Oracle Cloud Infrastructure (ap-tokyo-1)",true,Tokyo,success,Asia/Tokyo,270-1351,1789481172,1789582011.4561,3128,http,168.138.202.218:3128,true,4854.9180030823,48350,268977,15.236648630592,168.138.202.218
true,1789581491.6047,elite,5916.5306910193,1789542874.9398,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789541375,1789582011.4346,13628,socks5,45.74.31.40:13628,true,8033.2615375519,329,186,63.883495145631,45.74.31.40
true,1789581799.682,elite,4301.2545037412,1789496191.6198,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789494530,1789582011.3814,29207,socks5,45.74.31.40:29207,true,3034.0764522552,502,524,48.927875243665,45.74.31.40
true,1789582011.3727,elite,5873.015156723,1789405973.1257,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789403007,1789582011.3727,9474,socks5,45.74.31.30:9474,true,10332.227468491,748,1313,36.293061620573,45.74.31.30
true,1789581572.4872,elite,1372.2284588237,1789272664.8331,"AS24940 Hetzner Online GmbH",HETZNER-AS,"Frankfurt Am Main",Europe,EU,Germany,DE,,true,"Hetzner Online AG",50.094,8.4971,false,"Hetzner Online AG",false,Hesse,success,Europe/Berlin,65931,1789269661,1789582011.3183,10809,socks5,91.107.179.68:10809,true,4447.9494094849,5415,638,89.459772013877,91.107.179.68
true,1789582011.3039,elite,4698.1330320869,1789537061.8977,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789533888,1789582011.3039,12877,socks5,45.74.31.22:12877,true,4285.1791381836,142,279,33.729216152019,45.74.31.22
true,1789581828.6391,elite,8514.4622763809,1789499739.3473,"AS219326 SULAVI LTD",SULAVIL,Eygelshoven,Europe,EU,"The Netherlands",NL,,true,"Secure Internet LLC",50.8933,6.05805,false,"Internet Security - AU",true,Limburg,success,Europe/Amsterdam,6471,1789499169,1789582011.2995,4225,socks5,45.74.31.42:4225,true,8371.5353012085,588,466,55.787476280835,45.74.31.42
true,1789581676.4705,transparent,10349.955389747,1717977495.5872,"AS31034 Aruba S.p.A.",ARUBA-ASN,Arezzo,Europe,EU,Italy,IT,,true,"Aruba S.p.A.",43.4631,11.8783,false,"Aruba S.p.A. - Cloud Services",true,Tuscany,success,Europe/Rome,52100,1789000483,1789582011.2945,3128,http,85.235.150.219:3128,true,9535.8610153198,65687,539894,10.84693872496,85.235.150.219
